[2023-02-10 02:38:57,981] shixuetiandeMacBook-Air.local/INFO/locust.main: Starting web interface at http://0.0.0.0:8089 (accepting connections from all network interfaces)
    httplib_response = self._make_request(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 1374, in getresponse
    response.begin()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 318, in begin
    version, status, reason = self._read_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 287, in _read_status
    raise RemoteDisconnected("Remote end closed connection without"
http.client.RemoteDisconnected: Remote end closed connection without response

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/adapters.py", line 489, in send
    resp = conn.urlopen(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    retries = retries.increment(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/util/retry.py", line 550, in increment
    raise six.reraise(type(error), error, _stacktrace)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/packages/six.py", line 769, in reraise
    raise value.with_traceback(tb)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 703, in urlopen
    httplib_response = self._make_request(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 1374, in getresponse
    response.begin()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 318, in begin
    version, status, reason = self._read_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 287, in _read_status
    raise RemoteDisconnected("Remote end closed connection without"
urllib3.exceptions.ProtocolError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 347, in run
    self.execute_next_task()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 372, in execute_next_task
    self.execute_task(self._task_queue.pop(0))
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 493, in execute_task
    task(self.user)
  File "/Users/silvia/Projects/alemira-test/app/locusttasks/student_tasks.py", line 58, in download_one_attachment_from_one_course
    student.download_one_attachment_from_one_course()
  File "/Users/silvia/Projects/alemira-test/app/profiles/student.py", line 65, in download_one_attachment_from_one_course
    self._download_one_attachment_from_one_course(headers, me)
  File "/Users/silvia/Projects/alemira-test/app/profiles/student.py", line 113, in _download_one_attachment_from_one_course
    courses = self.users_api.get_user_objective_workflow_aggregates(
  File "/Users/silvia/Projects/alemira-test/app/apis/users_api.py", line 31, in get_user_objective_workflow_aggregates
    if response.ok:
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/models.py", line 765, in ok
    self.raise_for_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/clients.py", line 23, in raise_for_status
    raise self.error
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/clients.py", line 180, in _send_request_safe_mode
    return super().request(method, url, **kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/sessions.py", line 587, in request
    resp = self.send(prep, **send_kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/sessions.py", line 701, in send
    r = adapter.send(request, **kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/adapters.py", line 547, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))

[2023-02-10 02:42:36,264] shixuetiandeMacBook-Air.local/ERROR/locust.user.task: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Traceback (most recent call last):
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 703, in urlopen
    httplib_response = self._make_request(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 1374, in getresponse
    response.begin()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 318, in begin
    version, status, reason = self._read_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 287, in _read_status
    raise RemoteDisconnected("Remote end closed connection without"
http.client.RemoteDisconnected: Remote end closed connection without response

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/adapters.py", line 489, in send
    resp = conn.urlopen(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    retries = retries.increment(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/util/retry.py", line 550, in increment
    raise six.reraise(type(error), error, _stacktrace)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/packages/six.py", line 769, in reraise
    raise value.with_traceback(tb)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 703, in urlopen
    httplib_response = self._make_request(
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 1374, in getresponse
    response.begin()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 318, in begin
    version, status, reason = self._read_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/http/client.py", line 287, in _read_status
    raise RemoteDisconnected("Remote end closed connection without"
urllib3.exceptions.ProtocolError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 347, in run
    self.execute_next_task()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 372, in execute_next_task
    self.execute_task(self._task_queue.pop(0))
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/user/task.py", line 493, in execute_task
    task(self.user)
  File "/Users/silvia/Projects/alemira-test/app/locusttasks/student_tasks.py", line 46, in visit_one_course
    student.visit_one_course()
  File "/Users/silvia/Projects/alemira-test/app/profiles/student.py", line 55, in visit_one_course
    self._visit_one_course(headers, me)
  File "/Users/silvia/Projects/alemira-test/app/profiles/student.py", line 86, in _visit_one_course
    self.objectives_api.get_objective_workflow_aggregate_by_id(
  File "/Users/silvia/Projects/alemira-test/app/apis/objectives_api.py", line 144, in get_objective_workflow_aggregate_by_id
    if response.ok:
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/models.py", line 765, in ok
    self.raise_for_status()
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/clients.py", line 23, in raise_for_status
    raise self.error
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/locust/clients.py", line 180, in _send_request_safe_mode
    return super().request(method, url, **kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/sessions.py", line 587, in request
    resp = self.send(prep, **send_kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/sessions.py", line 701, in send
    r = adapter.send(request, **kwargs)
  File "/Users/silvia/miniconda3/envs/alemira/lib/python3.10/site-packages/requests/adapters.py", line 547, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))

[2023-02-10 02:42:36,297] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:36,303] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:42:36,479] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:36,486] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:42:36,568] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:36,573] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:42:36,585] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:42:36,628] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI2.
[2023-02-10 02:42:36,779] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:36,785] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:42:36,804] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:36,811] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:36,987] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:36,990] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:42:37,223] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:42:37,515] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI4.
[2023-02-10 02:42:37,658] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:37,672] shixuetiandeMacBook-Air.local/WARNING/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi doesn't have any courses that can be started!
[2023-02-10 02:42:37,674] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:37,732] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:42:37,741] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:42:37,742] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:42:37,746] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:42:37,862] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course description
[2023-02-10 02:42:37,868] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:42:37,868] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:42:37,873] shixuetiandeMacBook-Air.local/INFO/root: select objective with code USI2.
[2023-02-10 02:42:38,041] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:42:38,324] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:38,329] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:39,132] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:39,137] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:39,186] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:39,188] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI4.
[2023-02-10 02:42:39,192] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:42:39,450] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:39,456] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI0.
[2023-02-10 02:42:39,457] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits my courses.
[2023-02-10 02:42:39,465] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:39,476] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits my courses.
[2023-02-10 02:42:39,658] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:39,667] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:42:39,742] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI0.
[2023-02-10 02:42:39,748] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits my courses.
[2023-02-10 02:42:39,846] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:39,853] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:40,266] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI4.
[2023-02-10 02:42:40,363] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:40,369] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:42:40,545] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI4.
[2023-02-10 02:42:40,586] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI2.
[2023-02-10 02:42:40,673] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:42:41,073] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:41,082] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:42:41,431] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI0.
[2023-02-10 02:42:41,763] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:41,770] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:42:42,329] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI4.
[2023-02-10 02:42:42,714] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:42,720] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:42:42,908] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI2.
[2023-02-10 02:42:43,205] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:42:43,215] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:42:43,215] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:42:43,218] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI4.
[2023-02-10 02:42:43,342] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI3.
[2023-02-10 02:42:43,478] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:43,484] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:42:43,642] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:43,648] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:42:43,740] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:43,746] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:42:43,930] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:42:43,966] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:43,973] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:44,027] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits my courses.
[2023-02-10 02:42:44,211] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:42:44,221] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:42:44,222] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:42:44,226] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI2.
[2023-02-10 02:42:44,334] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI2.
[2023-02-10 02:42:44,397] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:44,401] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:42:44,474] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:44,481] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:42:44,707] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:44,712] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:42:44,761] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI0.
[2023-02-10 02:42:44,794] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:44,802] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:42:44,906] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:42:44,952] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:44,958] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:42:45,097] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:45,101] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:42:45,246] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits my courses.
[2023-02-10 02:42:45,323] shixuetiandeMacBook-Air.local/WARNING/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 doesn't have any courses that can be started!
[2023-02-10 02:42:45,387] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits my courses.
[2023-02-10 02:42:45,661] shixuetiandeMacBook-Air.local/WARNING/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ doesn't have any courses that can be started!
[2023-02-10 02:42:45,993] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI2.
[2023-02-10 02:42:46,238] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:42:46,244] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:42:46,244] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:42:46,249] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI4.
[2023-02-10 02:42:46,663] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI2.
[2023-02-10 02:42:46,719] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:46,723] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:47,198] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:47,204] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:42:47,266] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:47,276] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:47,566] shixuetiandeMacBook-Air.local/WARNING/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh doesn't have any courses that can be started!
[2023-02-10 02:42:47,637] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI0.
[2023-02-10 02:42:47,878] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:47,886] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:42:48,118] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI3.
[2023-02-10 02:42:48,574] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:48,580] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:48,730] shixuetiandeMacBook-Air.local/INFO/root: [TASK] upload one attachment to course content
[2023-02-10 02:42:48,736] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:42:48,737] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:42:48,743] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI3.
[2023-02-10 02:42:48,824] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:48,830] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:42:48,991] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:48,998] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:49,041] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:42:49,047] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:42:49,170] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI1.
[2023-02-10 02:42:49,248] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF starts course USI4.
[2023-02-10 02:42:49,310] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits my courses.
[2023-02-10 02:42:49,389] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:42:49,395] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:42:49,696] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:49,771] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:42:49,785] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:49,786] shixuetiandeMacBook-Air.local/INFO/root: upload attachment A SUCCESSFUL ADVERTISING CAMPAIGN.pdf to content of course USI3.
[2023-02-10 02:42:49,799] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:42:50,178] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:42:50,191] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:42:50,549] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:42:50,565] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:42:50,787] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
